team1.win,team1.composition.champion1,team1.composition.champion1_items,team1.composition.champion2,team1.composition.champion2_items,team1.composition.champion3,team1.composition.champion3_items,team1.composition.champion4,team1.composition.champion4_items,team1.composition.champion5,team1.composition.champion5_items,team2.win,team2.composition.champion6,team2.composition.champion6_items,team2.composition.champion7,team2.composition.champion7_items,team2.composition.champion8,team2.composition.champion8_items,team2.composition.champion9,team2.composition.champion9_items,team2.composition.champion10,team2.composition.champion10_items
False,Yuumi,"[3853, 2055, 1082, 4642, 6617, 6616, 3364]",Twitch,"[1058, 6656, 3158, 3115, 1082, 1058, 3363]",Cassiopeia,"[3040, 6653, 3157, 4632, 3916, 3110, 3340]",Zac,"[3143, 3047, 3065, 3075, 3068, 1026, 3364]",TahmKench,"[6662, 2055, 3047, 3075, 3065, 3105, 3364]",True,Braum,"[3190, 3857, 2055, 2031, 1011, 3009, 3364]",Ezreal,"[6691, 3158, 3033, 6694, 0, 3042, 3363]",Talon,"[3123, 3071, 3158, 3035, 6630, 1037, 3363]",Diana,"[3115, 3916, 2055, 3020, 3152, 3157, 3364]",Sett,"[6630, 3748, 3111, 1037, 1028, 3044, 3363]"
True,Karma,"[3853, 3011, 3158, 4642, 3067, 2055, 3364]",TahmKench,"[1055, 3068, 3111, 3066, 1031, 1028, 3340]",Tristana,"[1055, 6671, 2055, 3033, 3006, 2031, 3340]",Graves,"[6632, 2031, 1037, 3134, 2055, 3006, 3364]",Anivia,"[1052, 6655, 3070, 1058, 3157, 3020, 3363]",False,Yuumi,"[3853, 2055, 3114, 6617, 1082, 3504, 3364]",Twitch,"[1018, 6671, 3006, 1082, 3035, 3085, 3363]",Zoe,"[4637, 6653, 0, 3070, 3020, 0, 3363]",FiddleSticks,"[2055, 3157, 3152, 1028, 3020, 3108, 3330]",Shen,"[2031, 0, 3077, 1054, 3111, 3068, 3340]"
False,Xerath,"[3802, 3851, 3916, 1026, 1001, 0, 3364]",Jhin,"[6671, 3009, 2055, 1036, 1036, 1055, 3340]",Seraphine,"[1056, 6653, 3158, 3070, 1058, 0, 3340]",FiddleSticks,"[2424, 3152, 3041, 1052, 3020, 0, 3330]",Sett,"[1055, 3153, 3047, 3044, 0, 0, 3340]",True,Yuumi,"[3851, 1052, 0, 3114, 1004, 1082, 3340]",Twitch,"[1056, 3006, 1082, 6670, 2003, 0, 3340]",Akali,"[1054, 4633, 2031, 3111, 2055, 0, 3340]",Elise,"[3020, 1026, 3145, 0, 1082, 0, 3364]",Fiora,"[1055, 3044, 2031, 3067, 0, 0, 3340]"
True,Swain,"[3851, 0, 3191, 2055, 2003, 1001, 3340]",Anivia,"[6653, 3020, 0, 3070, 0, 0, 3340]",Zed,"[6693, 2031, 3158, 3133, 0, 0, 3364]",Khazix,"[3158, 2031, 6691, 0, 0, 0, 3364]",Camille,"[1054, 3051, 3057, 1001, 3067, 1028, 3340]",False,Yuumi,"[3851, 2055, 1052, 0, 6616, 3041, 3364]",Twitch,"[1056, 3041, 3115, 3089, 3006, 0, 3363]",Yasuo,"[1055, 3006, 6673, 1018, 0, 0, 3340]",Ivern,"[2055, 2423, 2031, 3158, 6617, 4642, 3364]",Gangplank,"[3078, 2033, 3158, 3074, 0, 0, 3340]"
False,Yuumi,"[3853, 3114, 1082, 6616, 3011, 6617, 3364]",Twitch,"[4633, 3157, 3041, 3158, 3115, 3089, 3363]",Kassadin,"[3040, 3157, 6656, 3111, 1026, 3916, 3363]",Nocturne,"[3053, 6631, 3026, 3123, 3047, 0, 3340]",Aatrox,"[1054, 6630, 3047, 3053, 6609, 3071, 3340]",True,Thresh,"[3857, 3190, 3067, 4401, 0, 3111, 3364]",Vayne,"[3033, 1018, 3006, 1053, 6672, 1054, 3363]",Ahri,"[3157, 6656, 3916, 4632, 1082, 3111, 3364]",Warwick,"[3748, 6631, 3076, 3111, 3065, 0, 3364]",Kled,"[4401, 6630, 3748, 3047, 3075, 0, 3364]"
False,Yuumi,"[3853, 0, 0, 3011, 6617, 1082, 3364]",Twitch,"[1056, 6671, 3006, 3091, 0, 1082, 3363]",Lux,"[3157, 2003, 0, 6655, 3020, 0, 3363]",Rammus,"[3742, 6664, 3117, 0, 0, 0, 3364]",Sett,"[1055, 6631, 3091, 3111, 3153, 1036, 3340]",True,Karma,"[3851, 2055, 2065, 0, 0, 3158, 3364]",Aphelios,"[3006, 6673, 3134, 0, 1055, 0, 3363]",Lillia,"[1056, 6653, 1082, 3020, 1028, 3191, 3340]",Warwick,"[2055, 6632, 3047, 3077, 1011, 1028, 3364]",Mordekaiser,"[3047, 1082, 4633, 3076, 1011, 1026, 3340]"
False,Yuumi,"[3850, 2055, 0, 0, 0, 0, 3340]",Twitch,"[1056, 2003, 0, 0, 0, 0, 3340]",Malzahar,"[2003, 2403, 1056, 0, 0, 0, 3340]",Nunu,"[1039, 0, 2031, 0, 0, 0, 3364]",Riven,"[1055, 0, 0, 0, 0, 0, 3340]",True,Aphelios,"[1055, 0, 0, 0, 0, 0, 3340]",Sylas,"[2010, 0, 0, 0, 0, 0, 0]",Yasuo,"[1054, 0, 0, 0, 0, 0, 3340]",XinZhao,"[1055, 0, 0, 0, 0, 0, 3340]",Illaoi,"[1055, 0, 0, 0, 0, 0, 3340]"
True,Yuumi,"[3851, 3114, 0, 1082, 0, 6616, 3364]",Twitch,"[1056, 1082, 3115, 3158, 2055, 1026, 3363]",Zac,"[0, 0, 0, 0, 0, 0, 3364]",Nocturne,"[6691, 2031, 3133, 1028, 0, 3047, 3364]",Volibear,"[1054, 2031, 6632, 3111, 2055, 0, 3363]",False,Leona,"[3047, 3859, 2055, 1033, 3067, 0, 3364]",Ezreal,"[1055, 2003, 3070, 6632, 3123, 1001, 3363]",Zoe,"[3111, 2033, 2055, 6653, 1082, 1052, 3340]",LeeSin,"[3047, 2055, 3044, 0, 0, 6630, 3340]",Singed,"[2033, 6664, 3111, 1026, 1052, 1011, 3340]"
False,Yuumi,"[3853, 3222, 0, 1052, 0, 3041, 3364]",Twitch,"[1036, 6671, 1082, 3006, 3051, 1057, 3363]",Sylas,"[1056, 6656, 3020, 3916, 0, 0, 3363]",Nunu,"[3068, 0, 3066, 3111, 1029, 1028, 3364]",Yorick,"[2033, 3047, 6632, 3044, 1037, 0, 3340]",True,Ashe,"[1055, 6672, 0, 0, 3006, 1055, 3340]",Lulu,"[1082, 3853, 0, 3067, 3158, 4642, 3364]",Cassiopeia,"[3070, 6653, 0, 0, 1052, 3916, 3340]",Ekko,"[3152, 2031, 2055, 1082, 3916, 3020, 3364]",Riven,"[3071, 6029, 2055, 3123, 3047, 3067, 3364]"
False,Yuumi,"[3853, 3109, 2055, 6616, 6617, 1082, 3364]",Twitch,"[3089, 3157, 3158, 3115, 4633, 3041, 3363]",Sylas,"[1082, 6656, 3020, 4629, 3108, 0, 3340]",Olaf,"[2420, 2055, 6630, 3053, 3211, 3111, 3364]",Viego,"[3044, 3153, 0, 1054, 3047, 6632, 3340]",True,Alistar,"[3190, 3860, 3117, 1011, 3067, 0, 3364]",Samira,"[1055, 6673, 6676, 3111, 3123, 2055, 3363]",Akali,"[2055, 3020, 4637, 4633, 3165, 4632, 3364]",Volibear,"[6632, 3053, 2055, 3075, 3047, 1033, 3364]",Darius,"[3066, 3078, 3053, 3047, 3742, 1057, 3340]"
True,Thresh,"[3857, 3190, 3067, 3117, 1029, 0, 3364]",Ezreal,"[3133, 3070, 3123, 6632, 3158, 1055, 3363]",Seraphine,"[6653, 3020, 3157, 1056, 3070, 3916, 3363]",Nunu,"[3111, 2031, 3068, 1029, 3066, 0, 3364]",Akali,"[4633, 3020, 2031, 3916, 2420, 1082, 3340]",False,Yuumi,"[3853, 3222, 2055, 0, 1082, 6617, 3364]",Twitch,"[3091, 6671, 1082, 3006, 3086, 1042, 3363]",Sylas,"[1082, 6656, 3157, 1056, 3108, 3111, 3364]",FiddleSticks,"[3157, 6653, 2055, 1028, 3020, 3916, 3330]",Sett,"[1054, 6630, 2031, 3111, 3044, 1037, 3363]"
True,Velkoz,"[6653, 3853, 2424, 3165, 3020, 3108, 3364]",Samira,"[6673, 3123, 3006, 6676, 1018, 0, 3364]",Ziggs,"[2033, 2055, 3020, 3070, 3102, 6655, 3363]",Kayn,"[6630, 3053, 3071, 3111, 3105, 3076, 3364]",TahmKench,"[1054, 3047, 3075, 3068, 3211, 0, 3340]",False,Yuumi,"[3853, 2055, 1082, 6617, 3011, 6616, 3364]",Twitch,"[3089, 3157, 1082, 3158, 4633, 3115, 3363]",Fizz,"[2421, 4636, 2055, 3020, 3191, 3100, 3364]",LeeSin,"[2031, 6630, 3123, 3053, 3111, 3133, 3340]",Volibear,"[6632, 3181, 3111, 3076, 3053, 0, 3340]"
False,Yuumi,"[3853, 3109, 3114, 6617, 1082, 6616, 3364]",Twitch,"[4633, 3157, 3089, 3115, 3006, 3102, 3363]",Yasuo,"[6673, 3072, 1038, 3006, 3086, 1037, 3363]",LeeSin,"[3111, 6630, 0, 2421, 3071, 3156, 3340]",Mordekaiser,"[4633, 3111, 1054, 3115, 4637, 1011, 3340]",True,Thresh,"[3857, 3190, 3050, 3117, 2010, 2055, 3364]",Akshan,"[6673, 3031, 3006, 6676, 0, 0, 3364]",Fizz,"[3100, 3158, 3157, 6653, 3165, 1052, 3364]",Elise,"[3100, 3157, 4636, 1011, 1026, 3020, 3364]",Jax,"[3153, 3044, 6632, 3111, 3091, 1037, 3340]"
True,Thresh,"[3190, 3107, 3024, 3117, 1028, 3857, 3364]",Akshan,"[6671, 3123, 6676, 3006, 1038, 1037, 3363]",Vladimir,"[3152, 1082, 3135, 3020, 4629, 3089, 3363]",LeeSin,"[3053, 6695, 6630, 3111, 3123, 0, 3340]",Riven,"[3158, 3123, 6630, 3071, 1053, 3077, 3340]",False,Yuumi,"[3853, 0, 1082, 3504, 3011, 6617, 3364]",Twitch,"[3036, 6671, 3072, 3006, 3085, 3031, 3363]",Diana,"[3152, 3157, 1058, 3916, 3020, 1056, 3363]",Rumble,"[4636, 3157, 3165, 0, 1052, 3047, 3364]",Shen,"[1057, 3068, 3047, 3082, 3075, 3067, 3340]"
True,Yuumi,"[3853, 2055, 1052, 1052, 3114, 6617, 3364]",Twitch,"[1056, 6671, 1083, 3006, 3085, 0, 3363]",Seraphine,"[2421, 1052, 3158, 3070, 6653, 3108, 3340]",Zac,"[0, 2031, 3068, 3075, 3111, 0, 3364]",Gwen,"[4633, 1052, 1042, 3111, 0, 0, 3363]",False,Zilean,"[3853, 2065, 2421, 2031, 3117, 3108, 3364]",Akshan,"[3006, 3123, 1055, 3134, 1037, 6672, 3363]",Malzahar,"[6653, 1011, 1026, 1052, 3020, 0, 3363]",Warwick,"[6632, 3111, 1037, 3044, 1028, 0, 3364]",Kayle,"[3153, 3006, 3091, 6673, 0, 0, 3340]"
False,Rakan,"[3860, 2065, 3109, 3111, 3067, 3114, 3364]",Kindred,"[3006, 6672, 6676, 3033, 3031, 0, 3363]",Akali,"[1058, 4633, 3157, 3020, 1082, 3916, 3364]",Xayah,"[3046, 3026, 6672, 6676, 3006, 3033, 3363]",Shen,"[6662, 3077, 3181, 3123, 3047, 3143, 3364]",True,Yuumi,"[3853, 3916, 1082, 3114, 3504, 6617, 3364]",Twitch,"[3085, 6671, 3006, 3036, 3031, 1082, 3363]",Kassadin,"[3040, 3157, 6656, 3916, 0, 3111, 3363]",LeeSin,"[6630, 3053, 0, 3047, 3071, 1031, 3340]",Rengar,"[1055, 3181, 6632, 3158, 3153, 1037, 3364]"
False,Yuumi,"[3853, 3222, 0, 1082, 6617, 0, 3364]",Draven,"[1055, 6673, 3047, 6676, 3031, 3036, 3363]",Katarina,"[3152, 1058, 3020, 3041, 3115, 3157, 3340]",Viego,"[6609, 3044, 6632, 3006, 3153, 1037, 3364]",Kled,"[6630, 3044, 3111, 1055, 3074, 0, 3363]",True,Lulu,"[3860, 2031, 3158, 2065, 3011, 0, 3364]",Twitch,"[6672, 3085, 3006, 3036, 3153, 0, 3363]",TwistedFate,"[2033, 6656, 3916, 3158, 2015, 3100, 3363]",Sylas,"[3157, 6656, 3020, 3165, 1027, 1029, 3364]",Gwen,"[3047, 1052, 4633, 1043, 3916, 1026, 3363]"
True,Yuumi,"[3853, 6617, 3114, 1052, 1057, 0, 3364]",Nasus,"[1054, 3076, 1011, 6632, 3047, 0, 3340]",Akali,"[1082, 2033, 4635, 3165, 0, 0, 3340]",Karthus,"[2031, 2421, 3165, 1082, 3020, 6653, 3364]",Aphelios,"[1055, 3006, 2031, 6672, 3086, 1042, 3340]",False,Twitch,"[3157, 1058, 3853, 3158, 1058, 3115, 3364]",Kalista,"[6673, 3006, 3085, 3123, 1018, 0, 3340]",Sylas,"[1056, 6653, 4629, 1058, 3158, 3041, 3364]",Rammus,"[6664, 2031, 3066, 1031, 1028, 3047, 3364]",MonkeyKing,"[2055, 2033, 3044, 3123, 3047, 6632, 3340]"
False,Nami,"[3853, 3222, 2065, 3158, 0, 3114, 3364]",Vayne,"[1055, 6672, 3139, 1036, 3006, 3031, 3340]",Kassadin,"[1056, 3040, 6655, 3157, 3020, 1082, 3340]",Hecarim,"[6632, 3053, 6333, 3047, 0, 0, 3364]",Riven,"[6630, 1037, 3047, 3071, 3133, 1031, 3340]",True,Alistar,"[3117, 3190, 3860, 3050, 1029, 1029, 3364]",Jhin,"[1055, 6671, 3094, 3009, 6676, 3123, 3363]",Ahri,"[1056, 6656, 2420, 3020, 3108, 3191, 3363]",FiddleSticks,"[3157, 3020, 0, 4636, 3916, 0, 3330]",Jax,"[1055, 6675, 6673, 3508, 0, 3047, 3340]"
False,Leona,"[3190, 3860, 3075, 3047, 0, 0, 3364]",Ezreal,"[6632, 3047, 0, 3042, 1055, 3110, 3363]",Sylas,"[4629, 3157, 1082, 6656, 3047, 3916, 3364]",LeeSin,"[3047, 6630, 6333, 2055, 3076, 3026, 3340]",DrMundo,"[1054, 3068, 3047, 3075, 3083, 3082, 3340]",True,Janna,"[3222, 2065, 3853, 3916, 3158, 2055, 3364]",Zed,"[6691, 6676, 1036, 1036, 3158, 0, 3340]",Yasuo,"[1055, 3031, 3006, 6673, 3033, 0, 3340]",Olaf,"[6630, 3053, 3047, 1036, 6609, 0, 3340]",Riven,"[6630, 2031, 3158, 6609, 3067, 0, 3340]"
False,Leona,"[0, 1001, 3190, 3855, 2055, 0, 3364]",Samira,"[1055, 6673, 2031, 3047, 1038, 1036, 3363]",Heimerdinger,"[1056, 3020, 3802, 1026, 0, 0, 3340]",Rumble,"[3145, 2031, 3020, 1082, 1026, 2055, 3364]",Nasus,"[1054, 6632, 3067, 0, 3158, 0, 3340]",True,Graves,"[6692, 2031, 0, 1001, 0, 0, 3364]",Aphelios,"[2031, 1055, 6672, 0, 0, 1001, 3340]",Maokai,"[1054, 3111, 8001, 2031, 2055, 0, 3340]",Blitzcrank,"[2031, 3858, 3190, 2055, 1001, 0, 3364]",Camille,"[6632, 0, 0, 1001, 0, 0, 3340]"
True,Yuumi,"[3853, 2065, 3222, 6616, 1082, 1052, 3364]",Kaisa,"[3046, 6676, 3006, 3036, 6672, 3026, 3363]",Katarina,"[3157, 3152, 3115, 3020, 1082, 4630, 3364]",Viego,"[3006, 3153, 6672, 1037, 3044, 1028, 3364]",Yone,"[2420, 3031, 6673, 3006, 3033, 1031, 3340]",False,Leona,"[3047, 3190, 3001, 3860, 3076, 1028, 3364]",Mordekaiser,"[3047, 3075, 4637, 4633, 1029, 1052, 3340]",Neeko,"[3165, 3020, 3152, 3157, 2055, 2003, 3340]",Graves,"[6692, 3036, 3142, 6695, 6676, 3026, 3364]",Twitch,"[3153, 3072, 3006, 3033, 6672, 1038, 3363]"
False,Lulu,"[3853, 2065, 3158, 3504, 2055, 0, 3364]",Vayne,"[1055, 6671, 3006, 3046, 1037, 1038, 3363]",Katarina,"[1055, 3152, 3115, 3020, 1082, 0, 3364]",Kindred,"[7007, 3047, 6676, 3031, 1042, 0, 3364]",Ornn,"[2031, 3047, 3075, 7005, 1011, 0, 3340]",True,Zilean,"[1082, 2065, 3853, 3011, 3158, 0, 3364]",Caitlyn,"[3006, 6671, 1018, 1036, 0, 0, 3340]",Corki,"[2055, 2031, 6632, 3020, 3070, 3133, 3363]",LeeSin,"[6630, 2055, 2031, 1036, 1036, 3047, 3340]",Sett,"[1054, 3153, 3067, 3047, 0, 0, 3340]"
True,Kayle,"[3853, 2065, 3916, 1001, 2055, 1004, 3364]",KogMaw,"[3091, 3006, 3086, 2055, 1042, 1042, 3363]",Gangplank,"[3508, 2033, 3158, 3134, 0, 0, 3340]",Sion,"[3077, 3123, 6693, 3047, 0, 0, 3340]",Nasus,"[2031, 3057, 3076, 3047, 3044, 1028, 3340]",False,Lux,"[0, 2424, 6655, 3853, 1052, 3020, 3364]",Tristana,"[1055, 3006, 2031, 6672, 3086, 1042, 3363]",Lucian,"[1055, 2031, 6672, 3006, 3153, 3057, 3340]",Diana,"[2421, 3145, 3020, 3115, 0, 0, 3364]",Aatrox,"[6630, 3047, 2031, 3044, 1055, 1037, 3340]"
True,Nami,"[3851, 1052, 2031, 3916, 3158, 1004, 3364]",Tristana,"[2031, 1055, 6670, 3006, 0, 0, 3340]",Irelia,"[1055, 3153, 2031, 3047, 0, 0, 3340]",XinZhao,"[3508, 3134, 2031, 0, 1001, 0, 3364]",Shyvana,"[3153, 1057, 3051, 1001, 1036, 0, 3340]",False,Yuumi,"[3916, 2055, 3853, 2065, 1052, 0, 3364]",Twitch,"[1037, 6670, 3006, 1055, 1018, 0, 3340]",Yone,"[1055, 3006, 2031, 1036, 6670, 1018, 3363]",Evelynn,"[3041, 3020, 3057, 0, 0, 3152, 3364]",Gwen,"[1055, 2420, 1082, 4633, 3191, 3047, 3340]"
True,Nautilus,"[3860, 3190, 3050, 3047, 3075, 2055, 3364]",Samira,"[3036, 1029, 3072, 3047, 3031, 6673, 3363]",Katarina,"[3152, 3157, 3047, 3115, 1026, 1082, 3364]",Shaco,"[6691, 3026, 3006, 6676, 3036, 6695, 3364]",Vladimir,"[4629, 3152, 3135, 1058, 3158, 0, 3363]",False,Karma,"[3853, 2065, 3158, 3011, 6616, 0, 3364]",Zed,"[3158, 3074, 6693, 6609, 6695, 6694, 3364]",Volibear,"[6632, 3065, 2055, 3742, 3111, 3075, 3364]",Kaisa,"[6672, 6676, 3157, 3006, 3033, 3026, 3363]",Sylas,"[3158, 6656, 3157, 4629, 3916, 3089, 3363]"
True,Blitzcrank,"[2055, 3859, 3009, 3190, 3050, 3076, 3364]",Tristana,"[1055, 1018, 3046, 3006, 6672, 0, 3363]",TwistedFate,"[2421, 6656, 2033, 3111, 1082, 1052, 3363]",Khazix,"[6692, 2031, 6695, 3158, 6609, 3035, 3364]",Warwick,"[6632, 3076, 3158, 3024, 1036, 0, 3340]",False,Zilean,"[3107, 2065, 3853, 0, 3158, 0, 3364]",Twitch,"[1055, 6672, 6676, 1037, 1001, 1038, 3340]",Anivia,"[3020, 3157, 2055, 6653, 4637, 0, 3340]",Karthus,"[6653, 0, 3020, 2421, 4637, 1082, 3364]",Rengar,"[6630, 3053, 3047, 3076, 1011, 2055, 3364]"
False,Lulu,"[6617, 3504, 3853, 3158, 3114, 1028, 3363]",Tristana,"[1055, 3006, 6672, 3046, 3072, 2055, 3363]",Xerath,"[1056, 4628, 3041, 3020, 6655, 1052, 3364]",Khazix,"[6691, 2031, 3158, 2055, 6676, 3035, 3364]",Camille,"[3748, 3078, 0, 3047, 0, 0, 3340]",True,Karma,"[4642, 2031, 3851, 3158, 2055, 3067, 3364]",Caitlyn,"[0, 0, 0, 0, 0, 0, 0]",Vladimir,"[1082, 3152, 2031, 3020, 3108, 1028, 3340]",LeeSin,"[6692, 2055, 3158, 3134, 2031, 1036, 3340]",Urgot,"[1055, 3047, 3071, 3748, 3053, 0, 3340]"
True,Trundle,"[3111, 3190, 0, 3857, 0, 0, 3364]",Nautilus,"[1054, 3047, 3068, 0, 3076, 0, 3340]",Sylas,"[6656, 3157, 1056, 0, 1082, 3158, 3364]",Rammus,"[6664, 3158, 2031, 3076, 6677, 1029, 3364]",LeeSin,"[3047, 1037, 6630, 3044, 1028, 0, 3340]",False,Rumble,"[4636, 3157, 3020, 3916, 4630, 1082, 3364]",Tristana,"[1055, 1083, 3006, 6672, 3046, 1018, 3340]",Pantheon,"[2055, 2033, 6630, 1028, 3111, 3044, 3340]",Zac,"[3111, 6662, 3860, 3211, 1028, 2055, 3364]",Shen,"[1054, 3111, 3068, 3075, 1011, 0, 3340]"
True,Karma,"[1052, 2065, 3853, 3114, 1052, 3158, 3364]",Varus,"[1055, 6693, 2055, 3042, 3158, 3134, 3363]",Akali,"[3157, 3041, 4633, 1028, 3047, 3916, 3340]",Shaco,"[6695, 3508, 6029, 3158, 1036, 2055, 3364]",Gwen,"[1055, 2420, 3108, 3047, 3115, 4633, 3340]",False,Rakan,"[3158, 3860, 0, 2065, 1052, 1052, 3364]",Samira,"[6673, 3072, 1055, 3047, 0, 0, 3340]",Viego,"[6672, 0, 3153, 0, 3047, 0, 3363]",Ivern,"[6617, 2031, 1052, 3504, 3117, 0, 3364]",MonkeyKing,"[3111, 3071, 1054, 6632, 3044, 1028, 3363]"
False,Rakan,"[3158, 3859, 2055, 2065, 0, 0, 3364]",Samira,"[1055, 6673, 2031, 1001, 3072, 0, 3340]",Galio,"[3020, 2421, 2065, 1056, 0, 0, 3364]",XinZhao,"[2031, 6630, 3047, 3044, 2055, 0, 3364]",Fiora,"[6630, 3057, 1036, 3047, 0, 1054, 3340]",True,Veigar,"[3858, 3190, 0, 3158, 0, 0, 3364]",Kaisa,"[1055, 2031, 6672, 1036, 1001, 1042, 3340]",Viego,"[1055, 1053, 3111, 1037, 1043, 0, 3340]",Khazix,"[6630, 2031, 2055, 0, 3070, 1001, 3364]",Aatrox,"[1055, 2031, 3044, 3067, 3047, 0, 3340]"
True,Shaco,"[2055, 3853, 2031, 1082, 2422, 6653, 3364]",Ziggs,"[1056, 6655, 0, 3070, 3020, 0, 3363]",TwistedFate,"[3158, 2033, 3094, 6656, 2055, 0, 3363]",LeeSin,"[1037, 2031, 6630, 3111, 3044, 1028, 3340]",Fiora,"[3077, 6630, 1036, 1055, 2422, 1036, 3340]",False,Leona,"[3860, 0, 3190, 3024, 3117, 3067, 3364]",Samira,"[1054, 6673, 3072, 3111, 1037, 0, 3363]",Viego,"[3153, 1054, 3067, 6673, 3111, 3076, 3340]",FiddleSticks,"[0, 1082, 3157, 4636, 1058, 3020, 3330]",Shen,"[1054, 3047, 3068, 3075, 0, 0, 3364]"
True,Rakan,"[0, 3047, 3860, 3067, 4642, 0, 3364]",KogMaw,"[1055, 2031, 3006, 6673, 1042, 1042, 3340]",Viego,"[6673, 1053, 1042, 1055, 1055, 3047, 3340]",Ekko,"[3157, 3152, 1052, 3041, 3057, 3020, 3364]",Riven,"[6630, 3047, 3067, 0, 3133, 0, 3340]",False,XinZhao,"[3857, 6692, 1037, 1042, 3006, 1053, 3364]",Ezreal,"[3035, 2031, 2055, 3042, 6632, 3158, 3363]",Fizz,"[6655, 0, 3157, 4630, 1001, 0, 3364]",LeeSin,"[0, 3053, 3047, 6630, 2031, 0, 3340]",Camille,"[1055, 3078, 3047, 2031, 3748, 2055, 3340]"
True,Sona,"[3853, 2065, 3070, 1082, 1001, 0, 3364]",FiddleSticks,"[3020, 1026, 1052, 1082, 0, 3152, 3330]",Viego,"[2031, 6673, 3047, 1036, 1055, 0, 3340]",Samira,"[1055, 6673, 2031, 1001, 0, 0, 3340]",Gangplank,"[2033, 3078, 3123, 1001, 1028, 1036, 3340]",False,Ziggs,"[3853, 6655, 3020, 3916, 1052, 1058, 3364]",Jinx,"[1055, 6672, 3006, 3085, 0, 0, 3363]",Volibear,"[3742, 2031, 6664, 3158, 1029, 1029, 3364]",Fiora,"[2031, 1054, 6630, 1001, 3077, 0, 3340]",Qiyana,"[3158, 2031, 6695, 6693, 3035, 0, 3364]"
True,Blitzcrank,"[3860, 3190, 3050, 2055, 3082, 3117, 3364]",Ezreal,"[3047, 6632, 3123, 3042, 3082, 3024, 3363]",Yone,"[1038, 3006, 6673, 1037, 1018, 3123, 3363]",FiddleSticks,"[3916, 2055, 3152, 3041, 3157, 3020, 3330]",Neeko,"[6672, 3153, 3085, 3031, 2055, 3006, 3363]",False,Rell,"[3860, 3190, 2055, 3050, 3158, 1033, 3364]",Samira,"[1055, 6673, 3139, 3072, 3031, 3111, 3363]",Viktor,"[3157, 3089, 6656, 0, 0, 3111, 3340]",Khazix,"[6693, 3814, 6695, 3111, 0, 0, 3340]",Riven,"[6631, 3140, 3035, 3158, 3071, 0, 3363]"
True,Thresh,"[3190, 3067, 3158, 3801, 1006, 3857, 3364]",Lux,"[1056, 6655, 3020, 4628, 0, 1082, 3363]",Vladimir,"[4629, 3152, 3158, 1056, 0, 0, 3363]",Volibear,"[6632, 3047, 3742, 2055, 1028, 0, 3364]",Riven,"[6630, 2031, 3071, 3047, 1055, 3133, 3340]",False,Gragas,"[3860, 2421, 2055, 4005, 3108, 3158, 3364]",Kaisa,"[1055, 6672, 3006, 6676, 3086, 1036, 3363]",Viego,"[1054, 3026, 0, 3153, 3111, 6673, 3364]",Udyr,"[6662, 3066, 1057, 2055, 3158, 3742, 3364]",Gangplank,"[2033, 3053, 2055, 0, 3158, 6632, 3340]"
False,Shaco,"[3916, 3853, 1082, 6653, 0, 3158, 3364]",Tristana,"[3046, 3047, 6672, 1055, 1037, 0, 3340]",Orianna,"[6655, 3041, 3108, 3158, 1056, 3067, 3363]",Udyr,"[3742, 3076, 2055, 1011, 3047, 6662, 3513]",Volibear,"[3158, 2031, 6662, 1055, 6333, 1029, 3340]",True,Rell,"[2055, 3860, 2031, 3190, 3024, 3158, 3364]",Samira,"[1055, 6673, 2031, 3047, 1037, 0, 3340]",Jayce,"[3070, 2033, 6692, 3158, 0, 0, 3363]",Sion,"[6693, 3748, 3111, 3133, 0, 2010, 3364]",Riven,"[6630, 3071, 3158, 3134, 0, 0, 3340]"
True,Nautilus,"[2055, 3067, 3855, 1033, 3047, 1029, 3364]",Tristana,"[1055, 6672, 3006, 1042, 1036, 0, 3340]",Yone,"[6673, 1055, 1018, 3006, 3086, 0, 3340]",Nunu,"[3047, 1082, 2055, 6662, 3076, 0, 3364]",Akali,"[1054, 3020, 2031, 1082, 0, 4635, 3340]",False,Leona,"[3067, 3859, 3105, 3117, 0, 0, 3364]",Samira,"[1055, 6673, 3072, 3047, 1018, 2031, 3340]",Orianna,"[2033, 6655, 2420, 2055, 1029, 3020, 3340]",Udyr,"[6662, 2031, 1029, 0, 0, 3158, 3340]",Renekton,"[2031, 6630, 2055, 0, 1054, 3111, 3363]"
False,Lux,"[3853, 6655, 4643, 3916, 0, 3158, 3364]",Kaisa,"[6671, 6676, 3085, 1055, 2031, 3006, 3363]",LeeSin,"[6630, 3071, 3044, 2055, 3047, 1054, 3340]",Diana,"[4636, 2421, 3020, 3115, 3191, 1052, 3364]",Volibear,"[1056, 6632, 3071, 3158, 3748, 0, 3340]",True,Alistar,"[3860, 3190, 2055, 3117, 1028, 3076, 3364]",Ezreal,"[1055, 3042, 6632, 3158, 3035, 3123, 3363]",Viego,"[1055, 3153, 6672, 3047, 3035, 0, 3364]",Rumble,"[3157, 3916, 3020, 4636, 1028, 0, 3364]",Aatrox,"[6630, 3053, 3111, 0, 0, 0, 3340]"
